,step,reward_value,episode_length_value,exploration_rate_value
0,10396,-20.700000762939453,3493.10009765625,0.9794158935546875
1,19684,-20.350000381469727,3612.89990234375,0.9610256552696228
2,28616,-20.299999237060547,3676.2333984375,0.9433403015136719
3,39080,-20.274999618530273,3707.47509765625,0.9226216077804565
4,47872,-20.200000762939453,3766.02001953125,0.9052134156227112
5,57220,-20.25,3767.5166015625,0.8867043852806091
6,67516,-20.200000762939453,3793.585693359375,0.8663183450698853
7,75356,-20.225000381469727,3761.77490234375,0.8507950901985168
8,85192,-20.244443893432617,3735.86669921875,0.8313198685646057
9,93872,-20.280000686645508,3726.659912109375,0.8141334652900696
10,102836,-20.190000534057617,3751.449951171875,0.7963846921920776
11,111932,-20.260000228881836,3721.280029296875,0.7783746123313904
12,120584,-20.25,3713.0400390625,0.7612437009811401
13,129628,-20.25,3697.14990234375,0.74333655834198
14,139652,-20.280000686645508,3671.639892578125,0.7234890460968018
15,148220,-20.25,3674.89990234375,0.7065243721008301
16,158348,-20.299999237060547,3640.719970703125,0.6864709854125977
17,166080,-20.309999465942383,3641.820068359375,0.6711615920066833
18,175632,-20.280000686645508,3667.469970703125,0.6522486209869385
19,185976,-20.270000457763672,3669.5,0.6317675113677979
20,195016,-20.31999969482422,3675.1201171875,0.6138682961463928
21,203724,-20.299999237060547,3714.3798828125,0.5966264605522156
22,213820,-20.329999923706055,3710.139892578125,0.5766363739967346
23,223528,-20.290000915527344,3740.429931640625,0.5574145317077637
24,232388,-20.290000915527344,3730.330078125,0.5398717522621155
25,241392,-20.270000457763672,3718.6298828125,0.5220438241958618
26,249928,-20.299999237060547,3709.06005859375,0.5051425695419312
27,259484,-20.329999923706055,3722.68994140625,0.48622167110443115
28,267780,-20.3700008392334,3702.199951171875,0.4697956144809723
29,276476,-20.389999389648438,3686.179931640625,0.45257753133773804
30,285740,-20.440000534057617,3664.159912109375,0.4342347979545593
31,294336,-20.459999084472656,3643.409912109375,0.4172147214412689
32,303848,-20.479999542236328,3636.830078125,0.39838096499443054
33,311528,-20.579999923706055,3574.47998046875,0.3831745684146881
34,321656,-20.610000610351562,3564.699951171875,0.3631211221218109
35,329620,-20.639999389648438,3574.780029296875,0.34735238552093506
36,338804,-20.639999389648438,3565.60009765625,0.32916808128356934
37,346616,-20.6299991607666,3542.18994140625,0.3137003183364868
38,356148,-20.639999389648438,3540.5,0.2948269546031952
39,363792,-20.65999984741211,3522.2900390625,0.2796918451786041
40,371960,-20.649999618530273,3485.3701171875,0.26351919770240784
41,380596,-20.649999618530273,3462.39990234375,0.24641992151737213
42,389500,-20.6299991607666,3467.469970703125,0.22879000008106232
43,398296,-20.6299991607666,3495.5400390625,0.2113739252090454
44,407456,-20.670000076293945,3464.530029296875,0.19323712587356567
45,414728,-20.700000762939453,3420.969970703125,0.1788385659456253
46,423984,-20.68000030517578,3418.760009765625,0.16051168739795685
47,431416,-20.68000030517578,3413.679931640625,0.14579631388187408
48,441116,-20.700000762939453,3407.43994140625,0.1265903264284134
49,448556,-20.68000030517578,3419.7099609375,0.11185912042856216
50,457768,-20.700000762939453,3421.050048828125,0.09361936151981354
51,465140,-20.68000030517578,3424.60009765625,0.07902280241250992
52,474612,-20.729999542236328,3395.169921875,0.06026823818683624
53,482660,-20.709999084472656,3393.199951171875,0.04433320090174675
54,491432,-20.690000534057617,3424.590087890625,0.026964640244841576
55,500512,-20.700000762939453,3425.419921875,0.009999999776482582
56,507344,-20.729999542236328,3405.93994140625,0.009999999776482582
57,516508,-20.729999542236328,3394.72998046875,0.009999999776482582
58,524020,-20.729999542236328,3376.3798828125,0.009999999776482582
59,533744,-20.75,3371.31005859375,0.009999999776482582
60,540600,-20.760000228881836,3380.64990234375,0.009999999776482582
61,549896,-20.770000457763672,3376.419921875,0.009999999776482582
62,557396,-20.719999313354492,3380.56005859375,0.009999999776482582
63,566368,-20.729999542236328,3351.22998046875,0.009999999776482582
64,574064,-20.690000534057617,3343.52001953125,0.009999999776482582
65,583544,-20.68000030517578,3353.639892578125,0.009999999776482582
66,592292,-20.649999618530273,3381.280029296875,0.009999999776482582
67,601232,-20.65999984741211,3394.3701171875,0.009999999776482582
68,609688,-20.59000015258789,3430.169921875,0.009999999776482582
69,619276,-20.510000228881836,3451.52001953125,0.009999999776482582
70,629440,-20.3799991607666,3535.699951171875,0.009999999776482582
71,638292,-20.350000381469727,3582.06005859375,0.009999999776482582
72,647876,-20.34000015258789,3613.949951171875,0.009999999776482582
73,657872,-20.229999542236328,3703.110107421875,0.009999999776482582
74,667092,-20.200000762939453,3730.169921875,0.009999999776482582
75,678616,-20.1299991607666,3788.679931640625,0.009999999776482582
76,687912,-20.079999923706055,3873.39990234375,0.009999999776482582
77,700520,-20.030000686645508,3972.60009765625,0.009999999776482582
78,711496,-20.010000228881836,4076.070068359375,0.009999999776482582
79,720072,-20.059999465942383,4104.56982421875,0.009999999776482582
80,729568,-20.18000030517578,4041.739990234375,0.009999999776482582
81,740716,-20.149999618530273,4088.260009765625,0.009999999776482582
82,749412,-20.190000534057617,4077.449951171875,0.009999999776482582
83,759064,-20.270000457763672,4029.64990234375,0.009999999776482582
84,768020,-20.290000915527344,4038.090087890625,0.009999999776482582
85,775908,-20.3799991607666,3974.989990234375,0.009999999776482582
86,786916,-20.3700008392334,3959.56005859375,0.009999999776482582
87,797052,-20.34000015258789,3910.929931640625,0.009999999776482582
88,805752,-20.350000381469727,3835.280029296875,0.009999999776482582
89,817948,-20.170000076293945,3892.97998046875,0.009999999776482582
90,829312,-19.979999542236328,4015.68994140625,0.009999999776482582
91,839484,-19.979999542236328,3984.679931640625,0.009999999776482582
