,step,loss,learning_rate,approx_kl,clip_fraction,clip_range,explained_variance,entropy_loss,policy_gradient_loss,value_loss
0,10240,-0.009128410369157791,9.999999747378752e-05,0.0028510107658803463,0.12353515625,0.10000000149011612,0.5659096240997314,-1.77008056640625,-0.003219693200662732,0.03789800405502319
1,20480,-0.008515441790223122,9.999999747378752e-05,0.0025210236199200153,0.064453125,0.10000000149011612,0.6357173919677734,-1.7784936428070068,-0.0013943033991381526,0.032006315886974335
2,30720,0.029101504012942314,9.999999747378752e-05,0.0024887470062822104,0.041259765625,0.10000000149011612,0.6406794786453247,-1.7824671268463135,-0.0026736375875771046,0.05400322005152702
3,40960,-0.010136721655726433,9.999999747378752e-05,0.0020987801253795624,0.083740234375,0.10000000149011612,0.7652387619018555,-1.7614209651947021,-0.003065946511924267,0.025119978934526443
4,51200,-0.006678055040538311,9.999999747378752e-05,0.0016623365227133036,0.0576171875,0.10000000149011612,0.8712668418884277,-1.612310528755188,-0.0005927624297328293,0.02328541874885559
5,61440,-0.0119908656924963,9.999999747378752e-05,0.0014099417021498084,0.08740234375,0.10000000149011612,0.8735909461975098,-1.5651036500930786,-0.0003056761925108731,0.022700663655996323
6,71680,-0.011268693953752518,9.999999747378752e-05,0.0021728065330535173,0.072998046875,0.10000000149011612,0.90621417760849,-1.534948706626892,-0.0028521553613245487,0.020813407376408577
7,81920,0.0019126227125525475,9.999999747378752e-05,0.002512077335268259,0.062255859375,0.10000000149011612,0.7695236206054688,-1.679628849029541,-0.0030996601562947035,0.02567599155008793
8,92160,0.00209842249751091,9.999999747378752e-05,0.001842880854383111,0.07568359375,0.10000000149011612,0.8270747661590576,-1.6399462223052979,-0.0023611788637936115,0.02609872631728649
9,102400,-0.032535769045352936,9.999999747378752e-05,0.0013531832955777645,0.0361328125,0.10000000149011612,0.7429594993591309,-1.6992748975753784,-0.0008256598957814276,0.025802846997976303
10,112640,-0.016831334680318832,9.999999747378752e-05,0.0014414731413125992,0.040771484375,0.10000000149011612,0.7541073560714722,-1.6558105945587158,-0.003295599017292261,0.022857902571558952
11,122880,0.001195291057229042,9.999999747378752e-05,0.0021705145481973886,0.064453125,0.10000000149011612,0.821805477142334,-1.702007532119751,-0.0018593590939417481,0.029762020334601402
12,133120,0.015472151339054108,9.999999747378752e-05,0.0017342354403808713,0.062255859375,0.10000000149011612,0.8241996169090271,-1.7194159030914307,-0.00453639542683959,0.026641609147191048
13,143360,-0.010765045881271362,9.999999747378752e-05,0.0016216235235333443,0.051025390625,0.10000000149011612,0.7317894697189331,-1.7404475212097168,-0.003396178362891078,0.03896248713135719
14,153600,-0.031797535717487335,9.999999747378752e-05,0.0017663806211203337,0.07373046875,0.10000000149011612,0.7603746652603149,-1.7515203952789307,-0.006195367313921452,0.02429150976240635
15,163840,-0.014957915991544724,9.999999747378752e-05,0.001277888659387827,0.061279296875,0.10000000149011612,0.8113574981689453,-1.7570332288742065,-0.004104124382138252,0.03907935693860054
16,174080,-0.022053979337215424,9.999999747378752e-05,0.002058710902929306,0.1015625,0.10000000149011612,0.7601922154426575,-1.7597789764404297,-0.0048052603378891945,0.03866693377494812
17,184320,-0.01480214111506939,9.999999747378752e-05,0.001942786038853228,0.116943359375,0.10000000149011612,0.655392050743103,-1.6960448026657104,-0.005853512790054083,0.03517666459083557
18,194560,-0.02797509916126728,9.999999747378752e-05,0.0026932479813694954,0.167724609375,0.10000000149011612,0.8214271664619446,-1.65544593334198,-0.0074749235063791275,0.02839135006070137
19,204800,-0.01606850139796734,9.999999747378752e-05,0.004053253214806318,0.179931640625,0.10000000149011612,0.570720911026001,-1.5664259195327759,-0.010369700379669666,0.03594541177153587
20,215040,-0.010490771383047104,9.999999747378752e-05,0.003979434259235859,0.201416015625,0.10000000149011612,0.7169446349143982,-1.4899204969406128,-0.007974209263920784,0.03392404317855835
21,225280,-0.026110699400305748,9.999999747378752e-05,0.004628462716937065,0.189453125,0.10000000149011612,0.6194778680801392,-1.5353890657424927,-0.006256617605686188,0.03335202485322952
22,235520,-0.026981055736541748,9.999999747378752e-05,0.003358208341524005,0.169921875,0.10000000149011612,0.6144514083862305,-1.5667812824249268,-0.009745447896420956,0.031211821362376213
23,245760,-0.021641837432980537,9.999999747378752e-05,0.0038547732401639223,0.19140625,0.10000000149011612,0.5941148996353149,-1.5711156129837036,-0.011170020326972008,0.036254238337278366
24,256000,-0.022087905555963516,9.999999747378752e-05,0.003170299343764782,0.153564453125,0.10000000149011612,0.7964555621147156,-1.5475788116455078,-0.008490673266351223,0.023543989285826683
25,266240,-0.01355162262916565,9.999999747378752e-05,0.004761852789670229,0.1875,0.10000000149011612,0.8047782182693481,-1.453778624534607,-0.010839310474693775,0.02237614430487156
26,276480,-0.03755364567041397,9.999999747378752e-05,0.0052991872653365135,0.26123046875,0.10000000149011612,0.7475507259368896,-1.4564149379730225,-0.007872626185417175,0.027331851422786713
27,286720,-0.01804877072572708,9.999999747378752e-05,0.0045333076268434525,0.2080078125,0.10000000149011612,0.6865985989570618,-1.4463438987731934,-0.010943219996988773,0.024461323395371437
28,296960,-0.012982809916138649,9.999999747378752e-05,0.004632977768778801,0.215087890625,0.10000000149011612,0.9069744348526001,-1.3628615140914917,-0.007241527549922466,0.03139630705118179
29,307200,-0.03580677881836891,9.999999747378752e-05,0.004162777215242386,0.186279296875,0.10000000149011612,0.9034122228622437,-1.3850336074829102,-0.008820013143122196,0.026819059625267982
30,317440,-0.03420820087194443,9.999999747378752e-05,0.004540734924376011,0.18994140625,0.10000000149011612,0.8785766959190369,-1.4635063409805298,-0.01313978061079979,0.03660089895129204
31,327680,-0.020777352154254913,9.999999747378752e-05,0.004563220776617527,0.21142578125,0.10000000149011612,0.8736271262168884,-1.4431426525115967,-0.009971694089472294,0.02979256771504879
32,337920,-0.02251408062875271,9.999999747378752e-05,0.004079378210008144,0.201904296875,0.10000000149011612,0.976273775100708,-1.3602956533432007,-0.012329915538430214,0.01784319058060646
33,348160,-0.02107967622578144,9.999999747378752e-05,0.005426101386547089,0.200439453125,0.10000000149011612,0.9331544637680054,-1.3936986923217773,-0.009031309746205807,0.025787143036723137
34,358400,-0.02342810668051243,9.999999747378752e-05,0.00497219804674387,0.2255859375,0.10000000149011612,0.943496823310852,-1.4342302083969116,-0.013407673686742783,0.020320581272244453
35,368640,-0.01649576798081398,9.999999747378752e-05,0.005829783156514168,0.19384765625,0.10000000149011612,0.9902242422103882,-1.2721091508865356,-0.011428949423134327,0.012322518974542618
36,378880,-0.0009130612015724182,9.999999747378752e-05,0.005102028604596853,0.21826171875,0.10000000149011612,0.9717015624046326,-1.351340651512146,-0.006334218662232161,0.0258339811116457
37,389120,-0.01177188754081726,9.999999747378752e-05,0.005495135672390461,0.21728515625,0.10000000149011612,0.8949006795883179,-1.3143540620803833,-0.009831573814153671,0.041530922055244446
38,399360,-0.012674851343035698,9.999999747378752e-05,0.005513993091881275,0.25439453125,0.10000000149011612,0.8471758365631104,-1.4157917499542236,-0.012114386074244976,0.043691910803318024
39,409600,-0.0434454008936882,9.999999747378752e-05,0.0059250397607684135,0.232666015625,0.10000000149011612,0.9802055358886719,-1.2401224374771118,-0.012332446873188019,0.016231028363108635
40,419840,0.0035573169589042664,9.999999747378752e-05,0.0050207688473165035,0.21728515625,0.10000000149011612,0.762296199798584,-1.3556914329528809,-0.009242397733032703,0.03430094197392464
41,430080,-0.030629144981503487,9.999999747378752e-05,0.006928844377398491,0.230712890625,0.10000000149011612,0.9239535927772522,-1.174225926399231,-0.013243884779512882,0.030139010399580002
42,440320,-0.03423410281538963,9.999999747378752e-05,0.004592334385961294,0.179931640625,0.10000000149011612,0.9273712635040283,-1.200790286064148,-0.013345963321626186,0.02404303476214409
43,450560,-0.01653837226331234,9.999999747378752e-05,0.005293084308505058,0.2412109375,0.10000000149011612,0.8899165391921997,-1.283708095550537,-0.012178506702184677,0.023452559486031532
44,460800,-0.030227411538362503,9.999999747378752e-05,0.006545579060912132,0.228271484375,0.10000000149011612,0.839000403881073,-1.3086832761764526,-0.01577368564903736,0.02940576896071434
45,471040,-0.017544474452733994,9.999999747378752e-05,0.0061577558517456055,0.223388671875,0.10000000149011612,0.9078491926193237,-1.2169983386993408,-0.014448248781263828,0.020741961896419525
46,481280,-0.029598094522953033,9.999999747378752e-05,0.006823061965405941,0.246337890625,0.10000000149011612,0.734108567237854,-1.379199504852295,-0.011767626740038395,0.037459541112184525
47,491520,-0.02116447314620018,9.999999747378752e-05,0.006211346480995417,0.253173828125,0.10000000149011612,0.8511320352554321,-1.373537540435791,-0.012149772606790066,0.025748850777745247
48,501760,-0.03264594078063965,9.999999747378752e-05,0.005940156988799572,0.23828125,0.10000000149011612,0.650438666343689,-1.3781542778015137,-0.015191180631518364,0.048057813197374344
49,512000,-0.034550368785858154,9.999999747378752e-05,0.0075006731785833836,0.259033203125,0.10000000149011612,0.8993921279907227,-1.3215426206588745,-0.01971943862736225,0.028618426993489265
50,522240,-0.0012458600103855133,9.999999747378752e-05,0.006471969652920961,0.263427734375,0.10000000149011612,0.7603240013122559,-1.3814622163772583,-0.01507983822375536,0.03207103908061981
51,532480,-0.03003542125225067,9.999999747378752e-05,0.006508668884634972,0.251953125,0.10000000149011612,0.8853849768638611,-1.3615360260009766,-0.018196063116192818,0.02435968816280365
52,542720,-0.043878767639398575,9.999999747378752e-05,0.007686362601816654,0.28125,0.10000000149011612,0.9080913662910461,-1.3415204286575317,-0.015150327235460281,0.020160583779215813
53,552960,-0.04486415162682533,9.999999747378752e-05,0.004915556870400906,0.220947265625,0.10000000149011612,0.9079576134681702,-1.394225835800171,-0.01655866950750351,0.022344771772623062
54,563200,-0.02160082943737507,9.999999747378752e-05,0.005697641987353563,0.227783203125,0.10000000149011612,0.9072251915931702,-1.3800232410430908,-0.014866456389427185,0.020360790193080902
55,573440,-0.04987906664609909,9.999999747378752e-05,0.007132716476917267,0.238525390625,0.10000000149011612,0.9411790370941162,-1.3190972805023193,-0.015090583823621273,0.02002193219959736
56,583680,-0.04466874152421951,9.999999747378752e-05,0.0063787661492824554,0.259765625,0.10000000149011612,0.9399806261062622,-1.3597397804260254,-0.01608356647193432,0.01962606981396675
57,593920,-0.04099274426698685,9.999999747378752e-05,0.00538373738527298,0.264404296875,0.10000000149011612,0.8940203785896301,-1.3597921133041382,-0.014913029037415981,0.029514743015170097
