,step,reward_value,episode_length_value,exploration_rate_value
92,1980560,17.40999984741211,8576.259765625,0.009999999776482582
93,1997756,17.670000076293945,8315.669921875,0.009999999776482582
94,2016876,17.790000915527344,8236.23046875,0.009999999776482582
95,2037956,18.149999618530273,7914.58984375,0.009999999776482582
96,2053276,18.350000381469727,7718.5498046875,0.009999999776482582
97,2076656,17.860000610351562,7857.7998046875,0.009999999776482582
98,2097184,17.940000534057617,7821.43994140625,0.009999999776482582
99,2117364,17.690000534057617,7879.169921875,0.009999999776482582
100,2138128,17.690000534057617,7942.85009765625,0.009999999776482582
101,2158728,17.610000610351562,7988.58984375,0.009999999776482582
102,2181772,17.780000686645508,7978.240234375,0.009999999776482582
103,2198280,17.540000915527344,8052.43994140625,0.009999999776482582
104,2219980,17.530000686645508,8065.35986328125,0.009999999776482582
105,2238040,17.290000915527344,8170.0,0.009999999776482582
106,2260072,17.190000534057617,8255.3798828125,0.009999999776482582
107,2280800,17.739999771118164,8081.919921875,0.009999999776482582
108,2296096,17.75,8087.0498046875,0.009999999776482582
109,2315484,18.280000686645508,7936.06982421875,0.009999999776482582
110,2333304,18.389999389648438,7850.18017578125,0.009999999776482582
111,2351480,18.559999465942383,7749.669921875,0.009999999776482582
112,2370580,18.610000610351562,7713.77001953125,0.009999999776482582
113,2387260,18.8700008392334,7599.91015625,0.009999999776482582
114,2406524,18.969999313354492,7537.06005859375,0.009999999776482582
115,2422876,19.200000762939453,7413.93017578125,0.009999999776482582
116,2440896,19.329999923706055,7313.64013671875,0.009999999776482582
117,2459780,19.459999084472656,7233.35009765625,0.009999999776482582
118,2475208,19.469999313354492,7188.0498046875,0.009999999776482582
119,2494412,19.399999618530273,7196.1201171875,0.009999999776482582
120,2514324,19.270000457763672,7228.93017578125,0.009999999776482582
121,2529588,19.290000915527344,7203.72998046875,0.009999999776482582
122,2550208,19.15999984741211,7227.60986328125,0.009999999776482582
123,2567208,19.170000076293945,7230.0400390625,0.009999999776482582
124,2584596,19.299999237060547,7186.7998046875,0.009999999776482582
125,2603940,19.239999771118164,7212.52978515625,0.009999999776482582
126,2621928,19.040000915527344,7289.64013671875,0.009999999776482582
127,2641800,19.149999618530273,7246.740234375,0.009999999776482582
128,2659112,19.079999923706055,7283.18994140625,0.009999999776482582
129,2676216,19.040000915527344,7302.64013671875,0.009999999776482582
130,2696268,19.100000381469727,7290.3701171875,0.009999999776482582
131,2713860,18.989999771118164,7358.06005859375,0.009999999776482582
132,2732488,19.200000762939453,7289.10986328125,0.009999999776482582
133,2749060,19.1200008392334,7319.2001953125,0.009999999776482582
134,2770484,18.8799991607666,7410.259765625,0.009999999776482582
135,2787064,18.920000076293945,7409.2900390625,0.009999999776482582
136,2806536,18.93000030517578,7424.68994140625,0.009999999776482582
137,2827416,18.8799991607666,7438.919921875,0.009999999776482582
138,2842124,18.989999771118164,7404.0400390625,0.009999999776482582
139,2861096,18.979999542236328,7411.919921875,0.009999999776482582
140,2877780,19.09000015258789,7359.25,0.009999999776482582
141,2897568,19.209999084472656,7320.259765625,0.009999999776482582
142,2916436,19.040000915527344,7406.009765625,0.009999999776482582
143,2937388,19.059999465942383,7425.009765625,0.009999999776482582
144,2953552,19.200000762939453,7399.66015625,0.009999999776482582
145,2973144,19.200000762939453,7384.169921875,0.009999999776482582
146,2991592,19.329999923706055,7326.919921875,0.009999999776482582
147,3007468,19.299999237060547,7332.47021484375,0.009999999776482582
148,3027764,19.149999618530273,7367.72998046875,0.009999999776482582
149,3046804,19.010000228881836,7439.240234375,0.009999999776482582
150,3064808,18.959999084472656,7462.43017578125,0.009999999776482582
151,3082140,18.979999542236328,7432.25,0.009999999776482582
152,3100276,19.170000076293945,7338.52001953125,0.009999999776482582
153,3118092,19.149999618530273,7327.93994140625,0.009999999776482582
154,3134180,19.270000457763672,7249.35986328125,0.009999999776482582
155,3152136,19.389999389648438,7206.080078125,0.009999999776482582
156,3173208,19.350000381469727,7224.9501953125,0.009999999776482582
157,3188424,19.31999969482422,7269.22021484375,0.009999999776482582
158,3208064,19.510000228881836,7221.89013671875,0.009999999776482582
159,3223292,19.299999237060547,7135.93017578125,0.009999999776482582
160,3243424,19.389999389648438,7130.97021484375,0.009999999776482582
161,3264520,19.200000762939453,7228.31005859375,0.009999999776482582
162,3278888,19.190000534057617,7240.419921875,0.009999999776482582
163,3298804,19.15999984741211,7227.580078125,0.009999999776482582
164,3318668,19.09000015258789,7264.27978515625,0.009999999776482582
165,3334524,18.799999237060547,7364.89990234375,0.009999999776482582
166,3354728,18.639999389648438,7388.91015625,0.009999999776482582
167,3372936,18.729999542236328,7320.75,0.009999999776482582
168,3391368,18.649999618530273,7396.85986328125,0.009999999776482582
169,3409832,19.010000228881836,7443.68017578125,0.009999999776482582
170,3427972,19.010000228881836,7435.22021484375,0.009999999776482582
171,3443908,19.280000686645508,7334.5498046875,0.009999999776482582
172,3462596,19.329999923706055,7314.52978515625,0.009999999776482582
173,3479604,19.459999084472656,7299.009765625,0.009999999776482582
174,3496904,19.540000915527344,7265.259765625,0.009999999776482582
175,3515536,19.719999313354492,7223.56005859375,0.009999999776482582
176,3531388,20.0,7146.669921875,0.009999999776482582
177,3552232,19.940000534057617,7169.0498046875,0.009999999776482582
178,3566440,20.0,7089.81982421875,0.009999999776482582
179,3585720,20.100000381469727,7019.89013671875,0.009999999776482582
180,3604184,20.040000915527344,7036.27978515625,0.009999999776482582
181,3620272,20.079999923706055,7002.85986328125,0.009999999776482582
182,3637900,20.049999237060547,7013.64990234375,0.009999999776482582
183,3653480,20.06999969482422,6993.830078125,0.009999999776482582
184,3672916,20.030000686645508,7004.8798828125,0.009999999776482582
185,3688408,20.100000381469727,6973.58984375,0.009999999776482582
186,3707068,20.059999465942383,6979.830078125,0.009999999776482582
187,3723048,20.100000381469727,6967.81982421875,0.009999999776482582
188,3743776,20.059999465942383,6984.27001953125,0.009999999776482582
189,3759320,20.030000686645508,6999.18994140625,0.009999999776482582
190,3777856,20.010000228881836,7008.9599609375,0.009999999776482582
191,3795224,19.920000076293945,7044.22998046875,0.009999999776482582
192,3812368,19.920000076293945,7054.2900390625,0.009999999776482582
193,3831284,19.850000381469727,7099.81005859375,0.009999999776482582
194,3846868,19.889999389648438,7092.7900390625,0.009999999776482582
195,3865964,19.90999984741211,7085.22021484375,0.009999999776482582
196,3880260,20.030000686645508,7033.33984375,0.009999999776482582
197,3900128,20.040000915527344,7040.43994140625,0.009999999776482582
198,3915656,19.950000762939453,7066.7099609375,0.009999999776482582
199,3936432,19.8700008392334,7075.06982421875,0.009999999776482582
200,3951448,19.8799991607666,7053.43994140625,0.009999999776482582
201,3971760,19.81999969482422,7075.919921875,0.009999999776482582
202,3988636,19.81999969482422,7065.6201171875,0.009999999776482582
203,4009408,19.790000915527344,7106.669921875,0.009999999776482582
204,4023972,19.799999237060547,7090.6298828125,0.009999999776482582
205,4043504,19.809999465942383,7096.91015625,0.009999999776482582
206,4060240,19.639999389648438,7189.25,0.009999999776482582
207,4079660,19.600000381469727,7216.72998046875,0.009999999776482582
208,4097672,19.6299991607666,7228.509765625,0.009999999776482582
209,4115384,19.729999542236328,7199.33984375,0.009999999776482582
210,4131392,19.799999237060547,7188.85009765625,0.009999999776482582
211,4154340,19.739999771118164,7279.39990234375,0.009999999776482582
212,4172748,19.649999618530273,7362.81005859375,0.009999999776482582
213,4192108,19.719999313354492,7329.33984375,0.009999999776482582
214,4208752,19.700000762939453,7367.4501953125,0.009999999776482582
215,4227892,19.6299991607666,7413.7001953125,0.009999999776482582
216,4244572,19.690000534057617,7384.7998046875,0.009999999776482582
217,4266100,19.65999984741211,7402.91015625,0.009999999776482582
218,4284524,19.6200008392334,7470.85986328125,0.009999999776482582
219,4305028,19.459999084472656,7557.08984375,0.009999999776482582
220,4322616,19.360000610351562,7613.7900390625,0.009999999776482582
221,4341344,19.520000457763672,7513.52978515625,0.009999999776482582
222,4358952,19.59000015258789,7420.22021484375,0.009999999776482582
223,4374844,19.6200008392334,7361.259765625,0.009999999776482582
224,4393092,19.549999237060547,7376.89013671875,0.009999999776482582
225,4411944,19.559999465942383,7344.27001953125,0.009999999776482582
226,4428976,19.43000030517578,7396.43994140625,0.009999999776482582
227,4448080,19.450000762939453,7377.81005859375,0.009999999776482582
228,4465032,19.59000015258789,7264.91015625,0.009999999776482582
229,4482712,19.479999542236328,7286.7998046875,0.009999999776482582
230,4503832,19.6200008392334,7218.8798828125,0.009999999776482582
231,4519692,19.56999969482422,7221.7900390625,0.009999999776482582
232,4538976,19.489999771118164,7280.080078125,0.009999999776482582
233,4557528,19.510000228881836,7276.56982421875,0.009999999776482582
234,4572284,19.559999465942383,7242.93017578125,0.009999999776482582
235,4593116,19.469999313354492,7282.31982421875,0.009999999776482582
236,4609232,19.670000076293945,7191.419921875,0.009999999776482582
237,4626636,19.760000228881836,7136.39013671875,0.009999999776482582
238,4643056,19.739999771118164,7152.7001953125,0.009999999776482582
239,4661740,19.969999313354492,7079.7001953125,0.009999999776482582
240,4679240,19.940000534057617,7095.93017578125,0.009999999776482582
241,4698464,19.950000762939453,7089.919921875,0.009999999776482582
242,4716304,19.950000762939453,7097.35986328125,0.009999999776482582
243,4737124,19.770000457763672,7185.89990234375,0.009999999776482582
244,4753900,19.729999542236328,7216.31982421875,0.009999999776482582
245,4770608,19.790000915527344,7178.64013671875,0.009999999776482582
246,4787988,19.75,7173.39990234375,0.009999999776482582
247,4805724,19.729999542236328,7228.18994140625,0.009999999776482582
248,4823784,19.799999237060547,7202.77978515625,0.009999999776482582
249,4841572,19.84000015258789,7186.759765625,0.009999999776482582
250,4857500,19.84000015258789,7161.89990234375,0.009999999776482582
251,4875452,19.8799991607666,7142.18994140625,0.009999999776482582
252,4893444,19.920000076293945,7114.68017578125,0.009999999776482582
253,4912296,20.010000228881836,7077.97021484375,0.009999999776482582
254,4928648,20.040000915527344,7053.10009765625,0.009999999776482582
255,4948508,20.040000915527344,7071.009765625,0.009999999776482582
256,4964256,20.030000686645508,7105.91015625,0.009999999776482582
257,4982816,20.049999237060547,7060.02978515625,0.009999999776482582
258,4998100,20.040000915527344,7054.7998046875,0.009999999776482582
