,step,reward,episode_length
150,1546240,5.650000095367432,13733.91015625
151,1556480,5.650000095367432,13753.51953125
152,1566720,5.909999847412109,13736.6201171875
153,1576960,5.980000019073486,13730.5703125
154,1587200,6.050000190734863,13742.1201171875
155,1597440,6.099999904632568,13766.8798828125
156,1607680,6.21999979019165,13757.76953125
157,1617920,6.190000057220459,13782.4404296875
158,1628160,6.5,13813.9501953125
159,1638400,6.670000076293945,13791.83984375
160,1648640,6.909999847412109,13760.330078125
161,1658880,6.960000038146973,13791.849609375
162,1669120,7.079999923706055,13774.9697265625
163,1679360,7.010000228881836,13772.0
164,1689600,6.989999771118164,13822.25
165,1699840,6.989999771118164,13825.849609375
166,1710080,7.059999942779541,13856.2197265625
167,1720320,7.179999828338623,13871.8701171875
168,1730560,7.090000152587891,13897.0595703125
169,1740800,7.130000114440918,13922.76953125
170,1751040,7.210000038146973,13910.0
171,1761280,7.340000152587891,13875.400390625
172,1771520,7.46999979019165,13879.26953125
173,1781760,7.539999961853027,13866.919921875
174,1792000,7.659999847412109,13821.150390625
175,1802240,7.869999885559082,13843.2802734375
176,1812480,7.869999885559082,13873.58984375
177,1822720,8.119999885559082,13849.1103515625
178,1832960,8.170000076293945,13866.400390625
179,1843200,8.399999618530273,13853.1201171875
180,1853440,8.460000038146973,13896.5498046875
181,1863680,8.4399995803833,13896.5400390625
182,1873920,8.380000114440918,13914.83984375
183,1884160,8.510000228881836,13991.4599609375
184,1894400,8.739999771118164,14004.6796875
185,1904640,9.09000015258789,13949.98046875
186,1914880,9.180000305175781,13932.7998046875
187,1925120,9.180000305175781,13932.7998046875
188,1935360,9.380000114440918,13918.650390625
189,1945600,9.649999618530273,13886.8603515625
190,1955840,9.920000076293945,13827.7099609375
191,1966080,10.029999732971191,13797.2998046875
192,1976320,10.029999732971191,13795.4296875
193,1986560,10.010000228881836,13770.0595703125
194,1996800,10.1899995803833,13749.5302734375
195,2007040,10.220000267028809,13718.349609375
196,2017280,10.649999618530273,13739.33984375
197,2027520,10.829999923706055,13770.26953125
198,2037760,11.010000228881836,13681.240234375
199,2048000,11.069999694824219,13673.330078125
200,2058240,11.15999984741211,13621.4404296875
201,2068480,11.390000343322754,13566.7197265625
202,2078720,11.579999923706055,13560.490234375
203,2088960,11.770000457763672,13569.650390625
204,2099200,11.90999984741211,13652.2900390625
205,2109440,11.890000343322754,13689.330078125
206,2119680,12.130000114440918,13690.9599609375
207,2129920,12.239999771118164,13673.900390625
208,2140160,12.359999656677246,13674.0302734375
209,2150400,12.430000305175781,13650.900390625
210,2160640,12.4399995803833,13686.259765625
211,2170880,12.600000381469727,13717.5703125
212,2181120,12.609999656677246,13710.6201171875
213,2191360,12.729999542236328,13714.0703125
214,2201600,12.850000381469727,13712.5703125
215,2211840,13.109999656677246,13727.7900390625
216,2222080,13.130000114440918,13650.33984375
217,2232320,13.1899995803833,13653.9501953125
218,2242560,13.130000114440918,13629.48046875
219,2252800,13.180000305175781,13667.0
220,2263040,13.1899995803833,13671.4404296875
221,2273280,13.220000267028809,13693.4697265625
222,2283520,13.15999984741211,13664.5703125
223,2293760,13.1899995803833,13696.7197265625
224,2304000,13.15999984741211,13751.25
225,2314240,13.289999961853027,13868.349609375
226,2324480,13.390000343322754,13860.400390625
227,2334720,13.279999732971191,13846.599609375
228,2344960,13.420000076293945,13888.490234375
229,2355200,13.579999923706055,13959.8896484375
230,2365440,13.630000114440918,13991.5595703125
231,2375680,13.630000114440918,14019.6796875
232,2385920,13.65999984741211,14115.1201171875
233,2396160,13.729999542236328,14140.5498046875
234,2406400,13.670000076293945,14175.73046875
235,2416640,13.6899995803833,14190.1396484375
236,2426880,13.699999809265137,14179.9296875
237,2437120,13.680000305175781,14174.08984375
238,2447360,13.550000190734863,14149.900390625
239,2457600,13.609999656677246,13993.98046875
240,2467840,13.5600004196167,13928.349609375
241,2478080,13.609999656677246,13893.3203125
242,2488320,13.59000015258789,13940.0595703125
243,2498560,13.609999656677246,13948.8896484375
244,2508800,13.5,14009.259765625
245,2519040,13.550000190734863,14059.2197265625
246,2529280,13.510000228881836,14170.5302734375
247,2539520,13.539999961853027,14192.23046875
248,2549760,13.479999542236328,14223.66015625
249,2560000,13.470000267028809,14182.9501953125
250,2570240,13.399999618530273,14183.8603515625
251,2580480,13.430000305175781,14246.099609375
252,2590720,13.279999732971191,14311.0302734375
253,2600960,13.369999885559082,14259.759765625
254,2611200,13.380000114440918,14255.23046875
255,2621440,13.350000381469727,14248.9599609375
256,2631680,13.4399995803833,14180.8203125
257,2641920,13.430000305175781,14186.150390625
258,2652160,13.420000076293945,14142.7998046875
259,2662400,13.25,14093.0302734375
260,2672640,13.369999885559082,14058.990234375
261,2682880,13.470000267028809,14058.8701171875
262,2693120,13.40999984741211,14005.169921875
263,2703360,13.34000015258789,13846.650390625
264,2713600,13.380000114440918,13764.2099609375
265,2723840,13.350000381469727,13546.8603515625
266,2734080,13.350000381469727,13546.8603515625
267,2744320,13.399999618530273,13617.759765625
268,2754560,13.479999542236328,13623.740234375
269,2764800,13.470000267028809,13640.9296875
270,2775040,13.359999656677246,13536.48046875
271,2785280,13.420000076293945,13530.6201171875
272,2795520,13.510000228881836,13543.5703125
273,2805760,13.5,13592.8701171875
274,2816000,13.539999961853027,13595.9501953125
275,2826240,13.609999656677246,13547.2802734375
276,2836480,13.6899995803833,13394.2099609375
277,2846720,13.699999809265137,13338.5302734375
278,2856960,13.720000267028809,13136.2197265625
279,2867200,13.720000267028809,13062.419921875
280,2877440,13.9399995803833,13034.3701171875
281,2887680,14.039999961853027,13032.080078125
282,2897920,14.25,12813.240234375
283,2908160,14.550000190734863,12645.490234375
284,2918400,14.65999984741211,12531.240234375
285,2928640,14.880000114440918,12397.6796875
286,2938880,15.069999694824219,12325.4697265625
287,2949120,15.510000228881836,12055.099609375
288,2959360,15.760000228881836,11836.98046875
289,2969600,15.960000038146973,11716.490234375
290,2979840,16.059999465942383,11554.150390625
291,2990080,16.229999542236328,11462.650390625
292,3000320,16.40999984741211,11350.08984375
293,3010560,16.59000015258789,11166.650390625
294,3020800,16.65999984741211,11064.76953125
295,3031040,17.06999969482422,10814.900390625
296,3041280,17.139999389648438,10726.1904296875
297,3051520,17.299999237060547,10509.9599609375
298,3061760,17.389999389648438,10414.650390625
299,3072000,17.479999542236328,10271.58984375
300,3082240,17.549999237060547,10193.83984375
301,3092480,17.739999771118164,10075.1103515625
302,3102720,17.8700008392334,10012.75
303,3112960,17.969999313354492,9863.2099609375
304,3123200,17.93000030517578,9739.599609375
305,3133440,17.93000030517578,9678.0302734375
306,3143680,17.93000030517578,9672.419921875
307,3153920,17.8799991607666,9701.6201171875
308,3164160,17.780000686645508,9717.080078125
309,3174400,17.719999313354492,9738.4404296875
310,3184640,17.860000610351562,9675.3701171875
311,3194880,17.790000915527344,9711.6201171875
312,3205120,17.760000228881836,9740.0595703125
313,3215360,17.780000686645508,9720.2001953125
314,3225600,17.780000686645508,9699.1396484375
315,3235840,17.850000381469727,9631.8095703125
316,3246080,17.68000030517578,9693.990234375
317,3256320,17.719999313354492,9673.51953125
318,3266560,17.65999984741211,9738.849609375
319,3276800,17.690000534057617,9725.919921875
320,3287040,17.729999542236328,9737.8203125
321,3297280,17.75,9760.48046875
322,3307520,17.829999923706055,9758.2099609375
323,3317760,17.899999618530273,9761.080078125
324,3328000,17.8700008392334,9781.2998046875
325,3338240,18.149999618530273,9653.5703125
326,3348480,18.139999389648438,9643.0
327,3358720,18.219999313354492,9619.5
328,3368960,18.280000686645508,9601.8798828125
329,3379200,18.450000762939453,9526.1904296875
330,3389440,18.520000457763672,9496.5595703125
331,3399680,18.56999969482422,9512.2099609375
332,3409920,18.719999313354492,9442.509765625
333,3420160,18.760000228881836,9433.6103515625
334,3430400,18.860000610351562,9389.16015625
335,3440640,18.899999618530273,9362.2099609375
336,3450880,18.850000381469727,9368.2099609375
337,3461120,18.93000030517578,9352.4697265625
338,3471360,18.93000030517578,9378.25
339,3481600,19.110000610351562,9335.6298828125
340,3491840,19.18000030517578,9280.73046875
341,3502080,19.229999542236328,9251.7001953125
342,3512320,19.190000534057617,9280.91015625
343,3522560,19.290000915527344,9226.2001953125
344,3532800,19.299999237060547,9217.2197265625
345,3543040,19.209999084472656,9223.400390625
346,3553280,19.110000610351562,9262.919921875
347,3563520,19.1299991607666,9279.3798828125
348,3573760,19.15999984741211,9272.009765625
349,3584000,19.170000076293945,9261.3603515625
350,3594240,19.139999389648438,9263.580078125
351,3604480,19.149999618530273,9272.150390625
352,3614720,19.110000610351562,9256.6103515625
353,3624960,19.06999969482422,9254.8095703125
354,3635200,19.049999237060547,9270.509765625
355,3645440,19.079999923706055,9242.099609375
356,3655680,19.100000381469727,9245.3603515625
357,3665920,19.06999969482422,9245.650390625
358,3676160,19.110000610351562,9216.349609375
359,3686400,19.139999389648438,9218.5
360,3696640,19.239999771118164,9178.1396484375
361,3706880,19.290000915527344,9139.6201171875
362,3717120,19.280000686645508,9150.01953125
363,3727360,19.280000686645508,9150.6904296875
364,3737600,19.309999465942383,9124.830078125
365,3747840,19.399999618530273,9104.8203125
366,3758080,19.399999618530273,9125.7001953125
367,3768320,19.450000762939453,9105.1103515625
368,3778560,19.510000228881836,9074.1904296875
369,3788800,19.600000381469727,9000.5302734375
370,3799040,19.549999237060547,9026.0595703125
371,3809280,19.559999465942383,8997.5703125
372,3819520,19.579999923706055,8999.0595703125
373,3829760,19.549999237060547,9004.66015625
374,3840000,19.600000381469727,8984.76953125
375,3850240,19.56999969482422,8986.1904296875
376,3860480,19.459999084472656,9043.5595703125
377,3870720,19.290000915527344,9062.5302734375
378,3880960,19.229999542236328,9078.400390625
379,3891200,19.209999084472656,9092.009765625
380,3901440,19.209999084472656,9105.4599609375
381,3911680,19.139999389648438,9111.1796875
382,3921920,19.170000076293945,9111.4697265625
383,3932160,19.079999923706055,9142.8896484375
384,3942400,19.040000915527344,9181.1904296875
385,3952640,19.059999465942383,9146.4501953125
386,3962880,19.100000381469727,9134.2197265625
387,3973120,19.010000228881836,9180.830078125
388,3983360,19.020000457763672,9168.6904296875
389,3993600,19.040000915527344,9138.01953125
390,4003840,19.049999237060547,9191.4697265625
391,4014080,19.059999465942383,9195.509765625
392,4024320,19.020000457763672,9199.4599609375
393,4034560,19.100000381469727,9189.0400390625
394,4044800,19.06999969482422,9211.4697265625
395,4055040,19.15999984741211,9194.5
396,4065280,19.170000076293945,9196.2197265625
397,4075520,19.09000015258789,9212.91015625
398,4085760,19.139999389648438,9158.7197265625
399,4096000,19.280000686645508,9117.98046875
400,4106240,19.18000030517578,9193.900390625
401,4116480,19.020000457763672,9236.2001953125
402,4126720,19.010000228881836,9218.5302734375
403,4136960,18.989999771118164,9230.1396484375
404,4147200,18.899999618530273,9230.2900390625
405,4157440,18.940000534057617,9227.509765625
406,4167680,18.860000610351562,9231.5
407,4177920,18.860000610351562,9246.7001953125
408,4188160,18.790000915527344,9284.3603515625
409,4198400,18.799999237060547,9276.8798828125
410,4208640,18.790000915527344,9248.75
411,4218880,18.770000457763672,9252.1396484375
412,4229120,18.56999969482422,9245.900390625
413,4239360,18.56999969482422,9249.490234375
414,4249600,18.459999084472656,9297.5703125
415,4259840,18.360000610351562,9299.400390625
416,4270080,18.34000015258789,9309.66015625
417,4280320,18.350000381469727,9311.51953125
418,4290560,18.350000381469727,9320.7099609375
419,4300800,18.260000228881836,9334.330078125
420,4311040,18.299999237060547,9303.1796875
421,4321280,18.299999237060547,9295.7802734375
422,4331520,18.389999389648438,9256.5
423,4341760,18.59000015258789,9220.4599609375
424,4352000,18.639999389648438,9182.169921875
425,4362240,18.649999618530273,9167.3095703125
426,4372480,18.600000381469727,9129.240234375
427,4382720,18.610000610351562,9062.76953125
428,4392960,18.479999542236328,9092.5595703125
429,4403200,18.489999771118164,9121.8701171875
430,4413440,18.299999237060547,9198.23046875
431,4423680,18.34000015258789,9130.4697265625
432,4433920,18.200000762939453,9200.669921875
433,4444160,18.200000762939453,9206.919921875
434,4454400,18.3700008392334,9172.3798828125
435,4464640,18.399999618530273,9111.3095703125
436,4474880,18.40999984741211,9078.0595703125
437,4485120,18.510000228881836,9125.4599609375
438,4495360,18.40999984741211,9152.900390625
439,4505600,18.469999313354492,9069.830078125
440,4515840,18.3799991607666,9145.669921875
441,4526080,18.309999465942383,9129.8203125
442,4536320,18.360000610351562,9089.3896484375
443,4546560,18.25,9050.66015625
444,4556800,18.260000228881836,9011.599609375
445,4567040,18.139999389648438,8964.4599609375
446,4577280,18.100000381469727,8934.6796875
447,4587520,18.209999084472656,8902.1396484375
448,4597760,18.309999465942383,8866.599609375
449,4608000,18.290000915527344,8875.2001953125
450,4618240,18.3799991607666,8828.73046875
451,4628480,18.559999465942383,8620.9296875
452,4638720,18.709999084472656,8624.51953125
453,4648960,18.780000686645508,8536.5
454,4659200,18.809999465942383,8472.8798828125
455,4669440,18.8700008392334,8392.9404296875
456,4679680,18.90999984741211,8344.8896484375
457,4689920,18.979999542236328,8164.77001953125
458,4700160,19.079999923706055,8113.18994140625
459,4710400,19.110000610351562,8097.41015625
460,4720640,19.34000015258789,7939.10009765625
461,4730880,19.399999618530273,7916.97021484375
462,4741120,19.670000076293945,7834.81982421875
463,4751360,19.65999984741211,7883.2900390625
464,4761600,19.780000686645508,7836.2998046875
465,4771840,19.799999237060547,7825.16015625
466,4782080,19.81999969482422,7791.990234375
467,4792320,19.829999923706055,7768.39013671875
468,4802560,19.899999618530273,7727.77978515625
469,4812800,19.979999542236328,7675.14990234375
470,4823040,20.020000457763672,7654.77978515625
471,4833280,20.059999465942383,7621.14990234375
472,4843520,20.079999923706055,7638.419921875
473,4853760,20.06999969482422,7656.06005859375
474,4864000,20.079999923706055,7652.39013671875
475,4874240,20.100000381469727,7647.7001953125
476,4884480,20.15999984741211,7644.58984375
477,4894720,20.15999984741211,7636.81982421875
478,4904960,20.139999389648438,7604.2998046875
479,4915200,20.110000610351562,7617.89990234375
480,4925440,20.1299991607666,7641.81005859375
481,4935680,20.06999969482422,7671.0
482,4945920,20.06999969482422,7637.83984375
483,4956160,20.100000381469727,7644.669921875
484,4966400,20.09000015258789,7636.330078125
485,4976640,20.139999389648438,7637.18994140625
486,4986880,20.1299991607666,7647.27978515625
487,4997120,20.149999618530273,7631.7998046875
